generation_index,source_sample_id,source_image_path,source_label_path,source_image_sha256,source_label_sha256,source_split,is_negative,anchor_class,class_ids,prompt,seed,width,height,num_inference_steps,guidance_scale,scheduler,base_output_filename,rgda_output_filename,rgda_checkpoint_sha256
798,formal_train_1470,,,f8d7d7253276c463de75f2c57a424c350f1ff1492c781939f991e9274268537b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600798,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0798_formal_train_1470.png,sd3rgda_0798_formal_train_1470.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
799,formal_train_0011,,,fe36c2127ddabd337ef631b5c367a703b13fd0293668d1f772be33a9b2005862,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600799,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0799_formal_train_0011.png,sd3rgda_0799_formal_train_0011.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
800,formal_train_0326,,,290b2256f95a43f27b0b7e485738a4e495ed7e9abc22aa0f76ca8507463409d0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600800,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0800_formal_train_0326.png,sd3rgda_0800_formal_train_0326.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
801,formal_train_1277,,,aecbca78706073ec2d63ccd597a37f440a6b1b1122934642b173eff754eb4be2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600801,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0801_formal_train_1277.png,sd3rgda_0801_formal_train_1277.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
802,formal_train_1638,,,2825a473f3eff2e53b52b4cb9f40d154721c8206c13d1b840397fc615fe92f93,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600802,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0802_formal_train_1638.png,sd3rgda_0802_formal_train_1638.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
803,formal_train_0856,,,b1ab67f410c7910b5ba5a23e10c6600995dab1dfde4eb841697d57c4ad5d95a8,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600803,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0803_formal_train_0856.png,sd3rgda_0803_formal_train_0856.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
804,formal_train_0692,,,794ac7f1d3c162e3dd4386e5a726949fd1d405c3813b88bc00c5c08da7636613,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600804,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0804_formal_train_0692.png,sd3rgda_0804_formal_train_0692.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
805,formal_train_1508,,,01f90796e193211eaa54dfee9a04dd4bf235b87df11a23ffa958e95832db9393,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600805,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0805_formal_train_1508.png,sd3rgda_0805_formal_train_1508.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
806,formal_train_0404,,,fdf62f135794043e34fc514813706f95c4b0b4421bc98a2965636549b663893c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600806,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0806_formal_train_0404.png,sd3rgda_0806_formal_train_0404.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
807,formal_train_1169,,,e3b32c37f97142ae71b531a3d469dc1bcb5888eb195ab128d7a0267a78e10b79,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600807,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0807_formal_train_1169.png,sd3rgda_0807_formal_train_1169.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
808,formal_train_1399,,,3d599a1fdd2cc9270b4bc1f310219e337de8a9ca5aef30e0444018fd3955cae4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600808,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0808_formal_train_1399.png,sd3rgda_0808_formal_train_1399.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
809,formal_train_0335,,,72f770fa1036977317366b862da7bad0025983dcae775ffcee12225a63a7f428,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600809,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0809_formal_train_0335.png,sd3rgda_0809_formal_train_0335.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
810,formal_train_0851,,,b4617c806261dbf48131f0a115b433779e04debff3062209d531db4129e56736,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600810,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0810_formal_train_0851.png,sd3rgda_0810_formal_train_0851.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
811,formal_train_1921,,,be5af08f85450185e62d616e23d60c6f395cea7d49e6989b5d3bb35e854d3c8d,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600811,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0811_formal_train_1921.png,sd3rgda_0811_formal_train_1921.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
812,formal_train_0582,,,4479d69afbebeb2009d938f4b70424e5b4edc38f07b28ff425bf4c6371a11a07,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600812,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0812_formal_train_0582.png,sd3rgda_0812_formal_train_0582.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
813,formal_train_0295,,,abdfd719bdfee56a7118f9c8c90d8f0ed6a5110c1aefccdf8a9191009f6be03c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600813,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0813_formal_train_0295.png,sd3rgda_0813_formal_train_0295.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
814,formal_train_1908,,,98dec4e4c1d9d7b76930defe458df422dca5355cdc8fd23bba2bf1bce4f7ae7e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600814,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0814_formal_train_1908.png,sd3rgda_0814_formal_train_1908.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
815,formal_train_0643,,,5b596ec6da9976f16d9ec79287e05424ee03c610c6f39c3f665f6297f7663566,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600815,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0815_formal_train_0643.png,sd3rgda_0815_formal_train_0643.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
816,formal_train_1973,,,6ec860bbaa906a36b3ca06f53480ad18be3cbe3b65565eef8d27f16ba1f47e1c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600816,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0816_formal_train_1973.png,sd3rgda_0816_formal_train_1973.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
817,formal_train_0889,,,a584480c47bfc1cd1b226e670d7ca89898b49a59ddb2de3077fc75877ed9cad3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600817,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0817_formal_train_0889.png,sd3rgda_0817_formal_train_0889.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
818,formal_train_1788,,,bc320d65fc865a26a6c8b6f88b5936213e4db521e940f211ccf6b458c2fd64b5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600818,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0818_formal_train_1788.png,sd3rgda_0818_formal_train_1788.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
819,formal_train_1738,,,2d28adb1a964a1f45a7a25fee076b43aea510c18741c8e1c063a7b9acf0ba201,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600819,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0819_formal_train_1738.png,sd3rgda_0819_formal_train_1738.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
820,formal_train_1336,,,b7b1376d331b169369bc1faef1545c5f5c5969d456f299503e4c54fd8a042e37,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600820,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0820_formal_train_1336.png,sd3rgda_0820_formal_train_1336.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
821,formal_train_0465,,,47388e6a79ca763b1dd982ce9fbb4155dac0cf47045855edffe596586b1a4f43,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600821,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0821_formal_train_0465.png,sd3rgda_0821_formal_train_0465.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
822,formal_train_1246,,,203f88f57fa14394546d210e2814daa60a2b11ad59fe3669483b158df2afdf34,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600822,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0822_formal_train_1246.png,sd3rgda_0822_formal_train_1246.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
823,formal_train_0373,,,bda01c859db841fbee3dbdf06fe677c128382da4a42a59d9ce122c74d62fe9c5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600823,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0823_formal_train_0373.png,sd3rgda_0823_formal_train_0373.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
824,formal_train_0048,,,ae4bd545a1eb6f10992ad3fc5c851598dd60d987b8f17a3e2fac179dbe798402,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600824,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0824_formal_train_0048.png,sd3rgda_0824_formal_train_0048.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
825,formal_train_0408,,,c3dc00b2c6cc39bf6957380a54aa6706dfc8a0908cf86304e601e7ef7dc3c4f1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600825,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0825_formal_train_0408.png,sd3rgda_0825_formal_train_0408.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
826,formal_train_0347,,,12d4d0acb5e3adba7723d27935ecee3d64f5d52cf049a1c7fa717fc31f2fa067,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600826,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0826_formal_train_0347.png,sd3rgda_0826_formal_train_0347.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
827,formal_train_1480,,,8ff628ee8158cffc8f630c3d148fcba9f873fa9993082006565b05eae4298653,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600827,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0827_formal_train_1480.png,sd3rgda_0827_formal_train_1480.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
828,formal_train_1219,,,68ddebd41f570228d4f30e12e945d53204b6a1bbd9617795a0e9fe64ec68016b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600828,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0828_formal_train_1219.png,sd3rgda_0828_formal_train_1219.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
829,formal_train_1244,,,5a5585bb333f2ba7f8233f81e8bb3c7bf22d998e054af4a2f0de1f7335d6ce18,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600829,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0829_formal_train_1244.png,sd3rgda_0829_formal_train_1244.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
830,formal_train_1392,,,70dab768fe34c90c192804cc1a0e12d1d48b6fa8fef3c6a786c4922f1a6c304c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600830,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0830_formal_train_1392.png,sd3rgda_0830_formal_train_1392.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
831,formal_train_0169,,,ca30f531a3dd2a3fd0b22bd36c55a48a398159c988ba61c2afbdab0b3bc627c9,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600831,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0831_formal_train_0169.png,sd3rgda_0831_formal_train_0169.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
832,formal_train_0784,,,1ca38383346dc989997e0f82bfdf78b78eb2f995c8a38922ce1c17e4c54f3c89,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600832,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0832_formal_train_0784.png,sd3rgda_0832_formal_train_0784.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
833,formal_train_0343,,,62510a70d5aad85c3d7c7178ab7a66aeb2f54ffc9d3f0654e4a133c50e3affb4,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600833,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0833_formal_train_0343.png,sd3rgda_0833_formal_train_0343.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
834,formal_train_0838,,,1b5207f9de0acbc398b4ae783009a546c99e1a6a3dc8563d640fa63cb68afaaf,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600834,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0834_formal_train_0838.png,sd3rgda_0834_formal_train_0838.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
835,formal_train_0535,,,30f2bf198c41e788a60cb9aca073eec3b474ba664113883706f3f2bb1e5073d5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600835,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0835_formal_train_0535.png,sd3rgda_0835_formal_train_0535.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
836,formal_train_0445,,,1820502e6ca9b08e64f49471c8b4be104f1de174734d031f1ee2a8db024223ed,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600836,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0836_formal_train_0445.png,sd3rgda_0836_formal_train_0445.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
837,formal_train_1777,,,59d550dd03efe977a22c333d00e993275500951b214060ad487dc723edb5dbb6,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600837,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0837_formal_train_1777.png,sd3rgda_0837_formal_train_1777.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
838,formal_train_1078,,,8e5a6ea8855b75b6ec3fc08792779f984552747c24b7c47152fcce69761a1cb1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600838,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0838_formal_train_1078.png,sd3rgda_0838_formal_train_1078.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
839,formal_train_0584,,,6f3aa192edead5f67ee3bd6d98116ce63d8e7b33597f3fb8e18892d9f43c7e50,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600839,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0839_formal_train_0584.png,sd3rgda_0839_formal_train_0584.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
840,formal_train_1402,,,d686e5329dd6334373c5187f4ba654195b4082d4efb5bebbef6febce01a6cc94,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600840,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0840_formal_train_1402.png,sd3rgda_0840_formal_train_1402.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
841,formal_train_1677,,,018fa19d00c74dc64ef660c9da63217ae0e9a82ae722744746bff53e0a89337e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600841,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0841_formal_train_1677.png,sd3rgda_0841_formal_train_1677.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
842,formal_train_1589,,,1dbb7154519a6f0782f1e62829ef766da7d9e4340daa925a69af2863a6291f85,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600842,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0842_formal_train_1589.png,sd3rgda_0842_formal_train_1589.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
843,formal_train_0450,,,e2be70b4b009a81bfc78dbbf60721c95cdfb3dba092dc203df074306d616a108,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600843,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0843_formal_train_0450.png,sd3rgda_0843_formal_train_0450.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
844,formal_train_0574,,,069ff760ae5cdba2d491428a68d2ce965bc242e6e76d4e3f1819ba72b14a10db,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600844,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0844_formal_train_0574.png,sd3rgda_0844_formal_train_0574.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
845,formal_train_0319,,,7a5445a4340da8bb1fe0337260fff480631b57bfc6eb3a72d10a107c71dbcfeb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600845,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0845_formal_train_0319.png,sd3rgda_0845_formal_train_0319.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
846,formal_train_1455,,,2cfd62bbe52c4ef9b61e512dc7dd8e1d2fc667af722e5a2bf5a38667f4444344,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600846,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0846_formal_train_1455.png,sd3rgda_0846_formal_train_1455.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
847,formal_train_1157,,,cb5f226b12c9cf30d73679348e8a3b6e33b0860c54d68bd06fc4329daff89f9c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600847,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0847_formal_train_1157.png,sd3rgda_0847_formal_train_1157.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
848,formal_train_1979,,,09f7acd94ff3415548c4a7b03b7e29989b33d2803a89fc53119a6fa0b80865be,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600848,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0848_formal_train_1979.png,sd3rgda_0848_formal_train_1979.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
849,formal_train_0167,,,595bdb4a407362b95a401c6a17e96b8262df1b316f4ef26d11900c15674b326e,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600849,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0849_formal_train_0167.png,sd3rgda_0849_formal_train_0167.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
850,formal_train_0336,,,bcb3b7103e8d5a6645369933ae27937eea01a692f12bcf6a02a08312ec5a7761,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600850,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0850_formal_train_0336.png,sd3rgda_0850_formal_train_0336.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
851,formal_train_0106,,,c38b5f21b1049a78f63d8979819eeca332d3ed20de7043214a3e0ac7eb6bfb35,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600851,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0851_formal_train_0106.png,sd3rgda_0851_formal_train_0106.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
852,formal_train_0948,,,619610380fbad1d322302e84fe79ffaee87bef9ba81f35ad9329b62c23bb6c3b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600852,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0852_formal_train_0948.png,sd3rgda_0852_formal_train_0948.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
853,formal_train_0191,,,288f24b6551ef96079d617a21c42d2d61581a22a9e6d03eca9c61e05d1a8390c,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600853,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0853_formal_train_0191.png,sd3rgda_0853_formal_train_0191.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
854,formal_train_1660,,,e007d4063422708aba44c634c7a79f6c116df7ac4cd98b5e78c848ed13cef389,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600854,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0854_formal_train_1660.png,sd3rgda_0854_formal_train_1660.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
855,formal_train_1648,,,61c520373a247e9f6fe3955b07f9c65a022a7ea4e460d2a71c4fa33b353d6b73,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600855,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0855_formal_train_1648.png,sd3rgda_0855_formal_train_1648.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
856,formal_train_0069,,,e9322263ec471ceb227cf2e07f6b4c922bdbf79e086488891c386500976d7eeb,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600856,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0856_formal_train_0069.png,sd3rgda_0856_formal_train_0069.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
857,formal_train_1112,,,346c0f2e3215b1eb3d5afd8438725a1f06861e68669566cb480d6ec0aea4d1be,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,train,true,,,a clean Czech road surface without visible road damage,202600857,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0857_formal_train_1112.png,sd3rgda_0857_formal_train_1112.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
